fdc_id,data_type,description,food_category_id
328454,sample_food,"Cheese, cheddar, mild, block/chunk KRAFT (IN, GA, TX) -  CY121H1",1
328455,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (TX1) NFY120XBQ",1
328456,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (GA1) NFY120XC6",1
328457,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (IN1) NFY120XC1",1
328458,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (TX1) NFY120XBP",1
328459,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (GA1) NFY120XC5",1
328460,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (IN1) NFY120XC2",1
328461,sub_sample_food,"Minerals, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WX4",1
328462,sub_sample_food,"Niacin, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WX5",1
328463,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WX6",1
328464,sub_sample_food,"Selenium, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WX8",1
328465,sub_sample_food,"Thiamin, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WX9",1
328466,sub_sample_food,"Vitamin B6, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXA",1
328467,sub_sample_food,"Fatty Acids, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXB",1
328468,sub_sample_food,"Proximates, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXC",1
328469,sub_sample_food,"Vitamin B12, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXD",1
328470,sub_sample_food,"Riboflavin, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXG",1
328471,sub_sample_food,"Cholesterol, Cheese, cheddar, mild, block/chunk KRAFT (IN,GA,TX) - NFY120WXE",1
328472,sample_food,"Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1, KY, NE) -  CY121H3",1
328473,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (NE1) NFY120XDD",1
328474,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (KY1) NFY120XDF",1
328475,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1) NFY120XDB",1
328476,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (KY1) NFY120XDE",1
328477,sub_sample_food,"Minerals, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WXW",1
328478,sub_sample_food,"Niacin, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WXX",1
328479,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WXY",1
328480,sub_sample_food,"Riboflavin, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WXZ",1
328481,sub_sample_food,"Selenium, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY0",1
328482,sub_sample_food,"Sugars, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY1",1
328483,sub_sample_food,"Thiamin, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY2",1
328484,sub_sample_food,"Vitamin B6, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY3",1
328485,sub_sample_food,"Fatty Acids, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY4",1
328486,sub_sample_food,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY5",1
328487,sub_sample_food,"Vitamin B12, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY6",1
328488,sub_sample_food,"Cholesterol, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY8",1
328489,sub_sample_food,"Vitamin K, Cheese, cheddar, mild, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120WY7",1
328490,sample_food,"Cheese, cheddar, mild, block/chunk, store brand  (AZ, IN, GA) -  CY121H5",1
328491,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, SCHNUCKS  (IN1) NFY120XD8",1
328492,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ1) NFY120XCE",1
328493,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, SCHNUCKS  (IN1) NFY120XD7",1
328494,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, LAURA LYNN  (GA1) NFY120XCG",1
328495,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, LAURA LYNN  (GA1) NFY120XCH",1
328496,sub_sample_food,"Minerals, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYQ",1
328497,sub_sample_food,"Niacin, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYR",1
328498,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYS",1
328499,sub_sample_food,"Riboflavin, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYT",1
328500,sub_sample_food,"Selenium, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYU",1
328501,sub_sample_food,"Thiamin, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYV",1
328502,sub_sample_food,"Vitamin B6, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYW",1
328503,sub_sample_food,"Fatty Acids, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYX",1
328504,sub_sample_food,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYY",1
328505,sub_sample_food,"Vitamin B12, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYZ",1
328506,sub_sample_food,"Tocopherols, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WYP",1
328507,sub_sample_food,"Cholesterol, Cheese, cheddar, mild, block/chunk, store brand, FOOD CLUB  (AZ,IN,GA) - NFY120WZ0",1
328508,sample_food,"Cheese, cheddar, mild, block/chunk KRAFT (KY, NE, NC) -  CY121H0",1
328509,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (NE1) NFY120XC9",1
328510,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (KY1) NFY120XBI",1
328511,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (NC1) NFY120XBU",1
328512,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (KY1) NFY120XBH",1
328513,market_acquisition,"Cheese, cheddar, mild, block/chunk KRAFT (NC1) NFY120XBT",1
328514,sub_sample_food,"Retinol, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWF",1
328515,sub_sample_food,"Minerals, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWH",1
328516,sub_sample_food,"Niacin, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWI",1
328517,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWJ",1
328518,sub_sample_food,"Riboflavin, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWK",1
328519,sub_sample_food,"Selenium, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWL",1
328520,sub_sample_food,"Sugars, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWM",1
328521,sub_sample_food,"Thiamin, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWN",1
328522,sub_sample_food,"Vitamin B6, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWO",1
328523,sub_sample_food,"Fatty Acids, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWP",1
328524,sub_sample_food,"Proximates, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWQ",1
328525,sub_sample_food,"Vitamin B12, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWR",1
328526,sub_sample_food,"Tocopherols, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWG",1
328527,sub_sample_food,"Cholesterol, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWV",1
328528,sub_sample_food,"Vitamin K, Cheese, cheddar, mild, block/chunk KRAFT (KY,NE,NC) - NFY120WWS",1
328529,sample_food,"Cheese, cheddar, sharp, block/chunk KRAFT (IN, GA) -  CY121H8",1
328530,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (IN1) NFY120XEE",1
328531,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (GA1) NFY120XEJ",1
328532,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (IN1) NFY120XEF",1
328533,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (GA1) NFY120XEI",1
328534,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X05",1
328535,sub_sample_food,"Niacin, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X06",1
328536,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X07",1
328537,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X08",1
328538,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X09",1
328539,sub_sample_food,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X0A",1
328540,sub_sample_food,"Cholesterol, Cheese, cheddar, sharp, block/chunk KRAFT (IN,GA) - NFY120X0G",1
328541,sample_food,"Cheese, cheddar, mild, block/chunk, store brand   (NC, NJ, TX) -  CY121H2",1
328542,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, SHOPRITE   (NJ1) NFY120XCR",1
328543,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, FOOD LION   (NC1) NFY120XCV",1
328544,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, HEB   (TX1) NFY120XD3",1
328545,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, FOOD LION   (NC1) NFY120XCW",1
328546,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, HEB   (TX1) NFY120XD6",1
328547,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, SHOPRITE   (NJ1) NFY120XCS",1
328548,sub_sample_food,"Proximates, Cheese, cheddar, mild, block/chunk, store brand, SHOPRITE   (NC,NJ,TX) - NFY120WXO",1
328549,sample_food,"Cheese, cheddar, sharp, block/chunk, store brand, KROGER (CA2, TX) -  CY121HE",1
328550,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, KROGER (CA2) NFY120XEV",1
328551,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, KROGER (CA2) NFY120XEW",1
328552,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, KROGER (TX1) NFY120XFI",1
328553,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X2X",1
328554,sub_sample_food,"Selenium, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X31",1
328555,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X34",1
328556,sub_sample_food,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X35",1
328557,sub_sample_food,"Cholesterol, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X38",1
328558,sub_sample_food,"Niacin, Cheese, cheddar, sharp, block/chunk, store brand, sKROGER (CA2,TX) - NFY120X2Y",1
328559,sample_food,"Cheese, cheddar, mild, block/chunk, store brand  (PA, CA2, IA) -  CY121H4",1
328560,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, FAREWAY  (IA) NFY120XCJ",1
328561,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, ESSENTIAL EVERYDAY  (PA1) NFY120XCZ",1
328562,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, KROGER  (CA2) NFY120XCO",1
328563,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, ESSENTIAL EVERYDAY  (PA1) NFY120XD0",1
328564,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, FAREWAY  (IA) NFY120XCK",1
328565,market_acquisition,"Cheese, cheddar, mild, block/chunk, store brand, KROGER  (CA2) NFY120XCN",1
328566,sub_sample_food,"Fatty Acids, Cheese, cheddar, mild, block/chunk, store brand, FAREWAY  (PA,CA2,IA) - NFY120WYI",1
328567,sample_food,"Cheese, cheddar, sharp, block/chunk KRAFT (KY, NE) -  CY121H7",1
328568,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (KY1) NFY120XE8",1
328569,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (NE1) NFY120XEC",1
328570,market_acquisition,"Cheese, cheddar, sharp, block/chunk KRAFT (KY1) NFY120XE9",1
328571,sub_sample_food,"Retinol, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZG",1
328572,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZI",1
328573,sub_sample_food,"Niacin, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZJ",1
328574,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZK",1
328575,sub_sample_food,"Riboflavin, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZL",1
328576,sub_sample_food,"Selenium, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZM",1
328577,sub_sample_food,"Sugars, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZN",1
328578,sub_sample_food,"Thiamin, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZO",1
328579,sub_sample_food,"Vitamin B6, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZP",1
328580,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZR",1
328581,sub_sample_food,"Proximates, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZS",1
328582,sub_sample_food,"Vitamin B12, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZT",1
328583,sub_sample_food,"Cholesterol, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZV",1
328584,sub_sample_food,"Vitamin K, Cheese, cheddar, sharp, block/chunk KRAFT (KY,NE) - NFY120WZU",1
328585,sample_food,"Cheese, cheddar, sharp, block/chunk, store brand (GA, IA, NJ) -  CY121HB",1
328586,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, LAURA LYNN (GA1) NFY120XEM",1
328587,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, FAREWAY (IA) NFY120XEZ",1
328588,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, SHOP RITE (NJ1) NFY120XF7",1
328589,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, FAREWAY (IA) NFY120XF0",1
328590,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, SHOP RITE (NJ1) NFY120XF8",1
328591,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, LAURA LYNN (GA1) NFY120XEN",1
328592,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk, store brand, LAURA LYNN (GA,IA,NJ) - NFY120X1T",1
328593,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk, store brand, LAURA LYNN (GA,IA,NJ) - NFY120X1U",1
328594,sample_food,"Cheese, cheddar, sharp, block/chunk, store brand (NC, PA) -  CY121HD",1
328595,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, ESSENTIAL EVERYDAY (PA1) NFY120XF3",1
328596,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, FOOD LION (NC1) NFY120XFG",1
328597,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, ESSENTIAL EVERYDAY (PA1) NFY120XF4",1
328598,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, FOOD LION (NC1) NFY120XFH",1
328599,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk, store brand, ESSENTIAL EVERYDAY (NC,PA) - NFY120X2P",1
328600,sub_sample_food,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, ESSENTIAL EVERYDAY (NC,PA) - NFY120X2Q",1
328601,sample_food,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA, NJ) -  CY121H9",1
328602,market_acquisition,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA1) NFY120XDQ",1
328603,market_acquisition,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA1) NFY120XDR",1
328604,market_acquisition,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (NJ1) NFY120XDW",1
328605,market_acquisition,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (NJ1) NFY120XDU",1
328606,market_acquisition,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA1) NFY120XDS",1
328607,market_acquisition,"Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (NJ1) NFY120XDV",1
328608,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0P",1
328609,sub_sample_food,"Niacin, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0Q",1
328610,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0R",1
328611,sub_sample_food,"Riboflavin, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0S",1
328612,sub_sample_food,"Selenium, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0T",1
328613,sub_sample_food,"Sugars, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0U",1
328614,sub_sample_food,"Thiamin, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0V",1
328615,sub_sample_food,"Vitamin B6, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0W",1
328616,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0X",1
328617,sub_sample_food,"Proximates, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0Y",1
328618,sub_sample_food,"Vitamin B12, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X0Z",1
328619,sub_sample_food,"Cholesterol, Cheese, cheddar, sharp, block/chunk CABOT, SERIOUSLY SHARP (GA,NJ) - NFY120X10",1
328620,sample_food,"Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1, KY, NE) -  CY121HC",1
328621,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (KY1) NFY120XFB",1
328622,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (NE1) NFY120XFF",1
328623,market_acquisition,"Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1) NFY120XFD",1
328624,sub_sample_food,"Minerals, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X23",1
328625,sub_sample_food,"Niacin, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X24",1
328626,sub_sample_food,"Pantothenic Acid, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X25",1
328627,sub_sample_food,"Riboflavin, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X26",1
328628,sub_sample_food,"Selenium, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X27",1
328629,sub_sample_food,"Sugars, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X28",1
328630,sub_sample_food,"Thiamin, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X29",1
328631,sub_sample_food,"Vitamin B6, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2A",1
328632,sub_sample_food,"Fatty Acids, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2B",1
328633,sub_sample_food,"Proximates, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2C",1
328634,sub_sample_food,"Vitamin B12, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2D",1
328635,sub_sample_food,"Cholesterol, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2F",1
328636,sub_sample_food,"Vitamin K, Cheese, cheddar, sharp, block/chunk, store brand, GREAT VALUE (CA1,KY,NE) - NFY120X2E",1
328637,foundation_food,"Cheese, cheddar",1
328638,sample_food,"Cottage cheese, 2% milkfat, BREAKSTONE (CT,NC) - CY120FR",1
328639,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (CT1) - NFY120BSX",1
328640,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (NC1) - NFY120BT3",1
328641,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (NC1) - NFY120BT4",1
328642,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (CT1) - NFY120BSY",1
328643,sub_sample_food,"Minerals, Cottage cheese, 2% milkfat, BREAKSTONE (CT,NC) - NFY120BN4",1
328644,sub_sample_food,"Fatty Acids, Cottage cheese, 2% milkfat, BREAKSTONE (CT,NC) - NFY120BN5",1
328645,sub_sample_food,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (CT,NC) - NFY120BN6",1
328646,sample_food,"Cottage cheese, 2% milkfat, BREAKSTONE (FL) - CY120FT",1
328647,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BT1",1
328648,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BT2",1
328649,sub_sample_food,"Minerals, Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BNU",1
328650,sub_sample_food,"Fatty Acids, Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BNV",1
328651,sub_sample_food,"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BNW",1
328652,sample_food,"Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - CY120FP",1
328653,market_acquisition,"Cottage cheese, 2% milkfat, DAISY (CA2) - NFY120BSB",1
328654,market_acquisition,"Cottage cheese, 2% milkfat, store brand/other brand, HY VEE (MO1) - NFY120BTY",1
328655,market_acquisition,"Cottage cheese, 2% milkfat, store brand/other brand, HY VEE (MO1) - NFY120BTX",1
328656,market_acquisition,"Cottage cheese, 2% milkfat, DAISY (CA2) - NFY120BSC",1
328657,sub_sample_food,"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMB",1
328658,sub_sample_food,"Fatty Acids, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMC",1
328659,sub_sample_food,"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMD",1
328660,sample_food,"Cottage cheese, 2% milkfat, DAISY (CA1,CO) - CY120FQ",1
328661,market_acquisition,"Cottage cheese, 2% milkfat, DAISY (CO1) - NFY120BSK",1
328662,market_acquisition,"Cottage cheese, 2% milkfat, DAISY (CA1) - NFY120BSA",1
328663,market_acquisition,"Cottage cheese, 2% milkfat, DAISY (CA1) - NFY120BS9",1
328664,market_acquisition,"Cottage cheese, 2% milkfat, DAISY (CO1) - NFY120BSJ",1
328665,sub_sample_food,"Retinol, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMI",1
328666,sub_sample_food,"Cholesterol, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMJ",1
328667,sub_sample_food,"Folate, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMK",1
328668,sub_sample_food,"Minerals, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BML",1
328669,sub_sample_food,"Niacin, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMM",1
328670,sub_sample_food,"Riboflavin, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMN",1
328671,sub_sample_food,"Selenium, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMO",1
328672,sub_sample_food,"Sugars, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMP",1
328673,sub_sample_food,"Thiamin, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMQ",1
328674,sub_sample_food,"Vitamin B6, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMR",1
328675,sub_sample_food,"Fatty Acids, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMS",1
328676,sub_sample_food,"Pantothenic Acid, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMT",1
328677,sub_sample_food,"Proximates, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMU",1
328678,sub_sample_food,"Vitamin B12, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMV",1
328679,sample_food,"Cottage cheese, 2% milkfat, BREAKSTONE (AL,IN) - CY120FS",1
328680,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (AL1) - NFY120BST",1
328681,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (AL1) - NFY120BSU",1
328682,market_acquisition,"Cottage cheese, 2% milkfat, BREAKSTONE (IN1) - NFY120BT6",1
