fdc_id,data_type,description,food_category_id
335001,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 31, upperchoice",13
335002,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 31, upperchoice",13
335003,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 32, upperchoice",13
335004,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 32, upperchoice",13
335005,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 2, upperchoice",13
335006,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 2, upperchoice",13
335007,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 6, upperchoice",13
335008,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 6, upperchoice",13
335009,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 7, upperchoice",13
335010,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 7, upperchoice",13
335011,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 13, upperchoice",13
335012,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 13, upperchoice",13
335013,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 20, lowerchoice",13
335014,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-20)",13
335015,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 20, lowerchoice",13
335016,sample_food,"Beef, T-bone Steak, L_choice, grilled, comp4, lean (31BLTBS)",13
335017,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-21)",13
335018,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-26)",13
335019,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-27)",13
335020,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-33)",13
335021,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-34)",13
335022,sub_sample_food,"B12, B6, B3, B2 - Beef, T-bone Steak, L_choice, grilled, comp4, lean (31BLTBS)",13
335023,sub_sample_food,"Cholesterol, FA - Beef, T-bone Steak, L_choice, grilled, comp4, lean (31BLTBS)",13
335024,sub_sample_food,"FA - Beef, T-bone Steak, L_choice, grilled, comp4, lean (31BLTBS)",13
335025,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 21, lowerchoice",13
335026,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 21, lowerchoice",13
335027,sample_food,"Beef, T-bone Steak, L_choice, grilled, comp12, lean (31BLTBS)",13
335028,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-3)",13
335029,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-4)",13
335030,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-8)",13
335031,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-9)",13
335032,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-14)",13
335033,market_acquisition,"Beef, T-Bone Steak, cooked (TB31-C-15)",13
335034,sub_sample_food,"Se - Beef, T-bone Steak, L_choice, grilled, comp12, lean (31BLTBS)",13
335035,sub_sample_food,"Minerals - Beef, T-bone Steak, L_choice, grilled, comp12, lean (31BLTBS)",13
335036,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 3, lowerchoice",13
335037,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 3, lowerchoice",13
335038,sample_food,"Beef, T-bone Steak, L_choice, grilled, comp3, lean (31BLTBS)",13
335039,sub_sample_food,"B12, B6, B3, B2 - Beef, T-bone Steak, L_choice, grilled, comp3, lean (31BLTBS)",13
335040,sub_sample_food,"FA - Beef, T-bone Steak, L_choice, grilled, comp3, lean (31BLTBS)",13
335041,sub_sample_food,"Cholesterol, FA - Beef, T-bone Steak, L_choice, grilled, comp3, lean (31BLTBS)",13
335042,sub_sample_food,"Cholesterol - Beef, T-bone Steak, L_choice, grilled, comp3, lean (31BLTBS)",13
335043,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 4, lowerchoice",13
335044,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 4, lowerchoice",13
335045,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 8, lowerchoice",13
335046,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 8, lowerchoice",13
335047,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 9, lowerchoice",13
335048,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 9, lowerchoice",13
335049,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 14, lowerchoice",13
335050,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 14, lowerchoice",13
335051,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 15, lowerchoice",13
335052,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 15, lowerchoice",13
335053,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 26, lowerchoice",13
335054,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 26, lowerchoice",13
335055,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 27, lowerchoice",13
335056,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 27, lowerchoice",13
335057,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 33, lowerchoice",13
335058,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 33, lowerchoice",13
335059,sample_food,"Beef, T-Bone Steak, lean only, cooked, animal 34, lowerchoice",13
335060,sub_sample_food,"Proximates, Beef, T-Bone Steak, lean only, cooked, animal 34, lowerchoice",13
335061,foundation_food,"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, cooked, grilled",13
335062,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 5, select",13
335063,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-5)",13
335064,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 5, select",13
335065,sample_food,"Beef, Porterhouse Steak, select, raw, comp13, lean (30BLPHS)",13
335066,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-10)",13
335067,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-11)",13
335068,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-16)",13
335069,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-17)",13
335070,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-18)",13
335071,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-22)",13
335072,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-23)",13
335073,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-28)",13
335074,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-29)",13
335075,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-35)",13
335076,market_acquisition,"Beef, porterhouse steak, raw (PH30-R-36)",13
335077,sub_sample_food,"Se - Beef, Porterhouse Steak, select, raw, comp13, lean",13
335078,sub_sample_food,"Minerals - Beef, Porterhouse Steak, select, raw, comp13, lean",13
335079,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 10, select",13
335080,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 10, select",13
335081,sample_food,"Beef, Porterhouse Steak, select, raw, comp5, lean (30BLPHS)",13
335082,sub_sample_food,"B12, B6, B3, B2 - Beef, Porterhouse Steak, select, raw, comp5, lean",13
335083,sub_sample_food,"FA - Beef, Porterhouse Steak, select, raw, comp5, lean",13
335084,sub_sample_food,"Choles, FA - Beef, Porterhouse Steak, select, raw, comp5, lean",13
335085,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 11, select",13
335086,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 11, select",13
335087,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 16, select",13
335088,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 16, select",13
335089,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 17, select",13
335090,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 17, select",13
335091,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 18, select",13
335092,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 18, select",13
335093,sample_food,"Beef, Porterhouse Steak, select, raw, comp6, lean (30BLPHS)",13
335094,sub_sample_food,"B12, B6, B3, B2 - Beef, Porterhouse Steak, select, raw, comp6, lean",13
335095,sub_sample_food,"Choles, FA - Beef, Porterhouse Steak, select, raw, comp6, lean",13
335096,sub_sample_food,"FA - Beef, Porterhouse Steak, select, raw, comp6, lean",13
335097,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 22, select",13
335098,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 22, select",13
335099,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 23, select",13
335100,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 23, select",13
335101,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 28, select",13
335102,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 28, select",13
335103,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 29, select",13
335104,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 29, select",13
335105,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 35, select",13
335106,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 35, select",13
335107,sample_food,"Beef, Porterhouse Steak, lean only, raw, animal 36, select",13
335108,sub_sample_food,"Proximates, Beef, Porterhouse Steak, lean only, raw, animal 36, select",13
335109,foundation_food,"Beef, short loin, porterhouse steak, separable lean only, trimmed to 1/8"" fat, select, raw",13
335110,sample_food,"Whole wheat bread, Store brand/other, KROGER & AMERICAS CHOICE (IN,NY) - CY1202Q",18
335111,market_acquisition,"AMERICAS CHOICE, Bread, 100% whole wheat (NY1) - NFY1206TU",18
335112,market_acquisition,"KROGER, Bread, 100% whole wheat (IN1) - NFY120556",18
335113,market_acquisition,"AMERICAS CHOICE, Bread, 100% whole wheat (NY1) - NFY1206TV",18
335114,market_acquisition,"KROGER, Bread, 100% whole wheat (IN1) - NFY120555",18
335115,sub_sample_food,"Proximates, Whole wheat bread, Store brand/other (IN,NY) - NFY1204QM",18
335116,sub_sample_food,"Minerals, Whole wheat bread, Store brand/other (IN,NY) - NFY1204QL",18
335117,sample_food,"Whole wheat bread, Store brand/other, HEALTHY IDEAS (CA2,CT) - CY1202S",18
335118,market_acquisition,"HEALTHY IDEAS, Bread, 100% whole wheat (CT1) - NFY12058M",18
335119,market_acquisition,"BAY VIEW FARMS, Bread, 100% whole wheat (CA2) - NFY12057U",18
335120,sub_sample_food,"Minerals, Whole wheat bread, Store brand/other (CA2,CT) - NFY1204RD",18
335121,sub_sample_food,"Proximates, Whole wheat bread, Store brand/other (CA2,CT) - NFY1204RE",18
335122,sample_food,"Whole wheat bread, NATURES OWN (FL,NC) - CY1202P",18
335123,market_acquisition,"NATURES OWN, Bread, 100% whole wheat (NC1) - NFY120557",18
335124,market_acquisition,"NATURES OWN, Bread, 100% whole wheat (FL1) - NFY12056W",18
335125,sub_sample_food,"Tocopherols, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q0",18
335126,sub_sample_food,"Folate, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q1",18
335127,sub_sample_food,"Minerals, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q2",18
335128,sub_sample_food,"Niacin, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q3",18
335129,sub_sample_food,"Selenium, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q4",18
335130,sub_sample_food,"Proximates, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q6",18
335131,sub_sample_food,"Riboflavin, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q7",18
335132,sub_sample_food,"Starch, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q8",18
335133,sub_sample_food,"Sugars, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204Q9",18
335134,sub_sample_food,"TDF, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204QA",18
335135,sub_sample_food,"Thiamin, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204QB",18
335136,sub_sample_food,"Vitamin B6, Whole wheat bread, NATURES OWN (FL,NC) - NFY1204QC",18
335137,sample_food,"Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - CY1202F",18
335138,market_acquisition,"STROEHMANN DUTCH COUNTY, Bread, 100% whole wheat (NY1) - NFY1206TS",18
335139,market_acquisition,"STROEHMANN DUTCH COUNTY, Bread, 100% whole wheat (NY1) - NFY1206TT",18
335140,sub_sample_food,"Tocopherols, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M2",18
335141,sub_sample_food,"Folate, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M3",18
335142,sub_sample_food,"Minerals, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M4",18
335143,sub_sample_food,"Niacin, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M5",18
335144,sub_sample_food,"Selenium, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M6",18
335145,sub_sample_food,"Fatty Acids, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M7",18
335146,sub_sample_food,"Proximates, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M8",18
335147,sub_sample_food,"Riboflavin, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204M9",18
335148,sub_sample_food,"Starch, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204MA",18
335149,sub_sample_food,"Sugars, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204MB",18
335150,sub_sample_food,"TDF, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204MC",18
335151,sub_sample_food,"Thiamin, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204MD",18
335152,sub_sample_food,"Vitamin B6, Whole wheat bread, STROEHMANN DUTCH COUNTY (NY) - NFY1204ME",18
335153,sample_food,"Whole wheat bread, NATURES OWN (IN,CT) - CY1202N",18
335154,market_acquisition,"NATURES OWN, Bread, 100% whole wheat (CT1) - NFY120570",18
335155,market_acquisition,"NATURES OWN, Bread, 100% whole wheat (IN1) - NFY120553",18
335156,sub_sample_food,"Folate, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204P8",18
335157,sub_sample_food,"Minerals, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204P9",18
335158,sub_sample_food,"Niacin, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PA",18
335159,sub_sample_food,"Selenium, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PB",18
335160,sub_sample_food,"Fatty Acids, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PC",18
335161,sub_sample_food,"Pantothenic Acid, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PD",18
335162,sub_sample_food,"Proximates, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PE",18
335163,sub_sample_food,"Riboflavin, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PF",18
335164,sub_sample_food,"Starch, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PG",18
335165,sub_sample_food,"Sugars, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PH",18
335166,sub_sample_food,"TDF, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PI",18
335167,sub_sample_food,"Thiamin, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PJ",18
335168,sub_sample_food,"Vitamin B6, Whole wheat bread, NATURES OWN (IN,CT) - NFY1204PK",18
335169,sample_food,"Whole wheat bread, Store brand/other, GREAT VALUE (AL,OK) - CY1202R",18
335170,market_acquisition,"GREAT VALUE, Bread, 100% whole wheat (OK1) - NFY1206P9",18
335171,market_acquisition,"GREAT VALUE, Bread, 100% whole wheat (AL 1) - NFY12058Q",18
335172,sub_sample_food,"Tocopherols, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QS",18
335173,sub_sample_food,"Folate, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QT",18
335174,sub_sample_food,"Minerals, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QU",18
335175,sub_sample_food,"Niacin, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QV",18
335176,sub_sample_food,"Selenium, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QW",18
335177,sub_sample_food,"Fatty Acids, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QX",18
335178,sub_sample_food,"Proximates, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QY",18
335179,sub_sample_food,"Riboflavin, Whole wheat bread, Store brand/other (AL,OK) - NFY1204QZ",18
335180,sub_sample_food,"Starch, Whole wheat bread, Store brand/other (AL,OK) - NFY1204R0",18
335181,sub_sample_food,"Sugars, Whole wheat bread, Store brand/other (AL,OK) - NFY1204R1",18
335182,sub_sample_food,"TDF, Whole wheat bread, Store brand/other (AL,OK) - NFY1204R2",18
335183,sub_sample_food,"Thiamin, Whole wheat bread, Store brand/other (AL,OK) - NFY1204R3",18
335184,sub_sample_food,"Vitamin B6, Whole wheat bread, Store brand/other (AL,OK) - NFY1204R4",18
335185,sample_food,"Whole wheat bread, NATURES OWN (AL,OK) - CY1202L",18
335186,market_acquisition,"NATURES OWN, Bread, 100% whole wheat (AL 1) - NFY12056Y",18
335187,market_acquisition,"NATURES OWN, Bread, 100% whole wheat (OK1) - NFY1206PB",18
335188,sub_sample_food,"Tocopherols, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OF",18
335189,sub_sample_food,"Folate, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OG",18
335190,sub_sample_food,"Minerals, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OH",18
335191,sub_sample_food,"Niacin, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OI",18
335192,sub_sample_food,"Selenium, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OJ",18
335193,sub_sample_food,"Fatty Acids, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OK",18
335194,sub_sample_food,"Proximates, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OL",18
335195,sub_sample_food,"Riboflavin, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OM",18
335196,sub_sample_food,"Starch, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204ON",18
335197,sub_sample_food,"Sugars, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OO",18
335198,sub_sample_food,"TDF, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OP",18
335199,sub_sample_food,"Thiamin, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OQ",18
335200,sub_sample_food,"Vitamin B6, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OR",18
335201,sub_sample_food,"Choline, Whole wheat bread, NATURES OWN (AL,OK) - NFY1204OT",18
335202,sample_food,"Whole wheat bread, Store brand/other, HY VEE & PUBLIX (FL,MO) - CY1202U",18
335203,market_acquisition,"HYVEE, Bread, 100% whole wheat (MO1) - NFY12058K",18
335204,market_acquisition,"PUBLIX, Bread, 100% whole wheat (FL1) - NFY12058S",18
335205,sub_sample_food,"Minerals, Whole wheat bread, Store brand/other (FL,MO) - NFY1204S4",18
335206,sub_sample_food,"Pantothenic Acid, Whole wheat bread, Store brand/other (FL,MO) - NFY1204S5",18
335207,sub_sample_food,"Proximates, Whole wheat bread, Store brand/other (FL,MO) - NFY1204S6",18
335208,sample_food,"Whole wheat bread, Store brand/other, SAFEWAY (CA1,CO) - CY1202T",18
335209,market_acquisition,"SAFEWAY, Bread, 100% whole wheat (CA1) - NFY1206P7",18
335210,market_acquisition,"SAFEWAY, Bread, 100% whole wheat (CO1) - NFY120551",18
335211,sub_sample_food,"Folate, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RK",18
335212,sub_sample_food,"Minerals, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RL",18
335213,sub_sample_food,"Niacin, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RM",18
335214,sub_sample_food,"Selenium, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RN",18
335215,sub_sample_food,"Fatty Acids, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RO",18
335216,sub_sample_food,"Pantothenic Acid, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RP",18
335217,sub_sample_food,"Proximates, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RQ",18
335218,sub_sample_food,"Riboflavin, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RR",18
335219,sub_sample_food,"Starch, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RS",18
335220,sub_sample_food,"Sugars, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RT",18
335221,sub_sample_food,"TDF, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RU",18
335222,sub_sample_food,"Thiamin, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RV",18
335223,sub_sample_food,"Vitamin B6, Whole wheat bread, Store brand/other (CA1,CO) - NFY1204RW",18
335224,sample_food,"Whole wheat bread, Store brand/other, PEPPERIDGE FARM (MI,NC) - CY1202V",18
335225,market_acquisition,"PEPPERIDGE FARM, Bread, 100% whole wheat (NC1) - NFY120559",18
335226,market_acquisition,"PEPPERIDGE FARM, Bread, 100% whole wheat (MI1) - NFY12058O",18
335227,sub_sample_food,"Tocopherols, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SC",18
335228,sub_sample_food,"Folate, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SD",18
335229,sub_sample_food,"Minerals, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SE",18
335230,sub_sample_food,"Niacin, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SF",18
335231,sub_sample_food,"Selenium, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SG",18
335232,sub_sample_food,"Fatty Acids, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SH",18
335233,sub_sample_food,"Proximates, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SI",18
335234,sub_sample_food,"Riboflavin, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SJ",18
335235,sub_sample_food,"Starch, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SK",18
335236,sub_sample_food,"Sugars, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SL",18
335237,sub_sample_food,"TDF, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SM",18
335238,sub_sample_food,"Thiamin, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SN",18
335239,sub_sample_food,"Vitamin B6, Whole wheat bread, Store brand/other (MI,NC) - NFY1204SO",18
335240,foundation_food,"Bread, whole-wheat, commercially prepared",18
335241,agricultural_acquisition,"Beans, Dry, Dark Red Kidney, 11F-8074 (0% moisture)",16
335242,agricultural_acquisition,"Beans, Dry, Dark Red Kidney, 11F-8130 (0% moisture)",16
335243,agricultural_acquisition,"Beans, Dry, Dark Red Kidney, 11F-8040 (0% moisture)",16
335244,agricultural_acquisition,"Beans, Dry, Dark Red Kidney, 11F-8132 (0% moisture)",16
335245,foundation_food,"Beans, Dry, Dark Red Kidney (0% moisture)",16
335246,agricultural_acquisition,"Beans, Dry, Pink, 11F-8082 (0% moisture)",16
335247,agricultural_acquisition,"Beans, Dry, Pink, 11F-8190 (0% moisture)",16
335248,agricultural_acquisition,"Beans, Dry, Pink, 11F-8034 (0% moisture)",16
335249,agricultural_acquisition,"Beans, Dry, Pink, 11F-8188 (0% moisture)",16
335250,agricultural_acquisition,"Beans, Dry, Pink, 11F-8197 (0% moisture)",16
335251,agricultural_acquisition,"Beans, Dry, Pink, 11F-8197 (0% moisture)",16
335252,agricultural_acquisition,"Beans, Dry, Pink, 11F-8084 (0% moisture)",16
335253,agricultural_acquisition,"Beans, Dry, Pink, 11F-8193 (0% moisture)",16
335254,agricultural_acquisition,"Beans, Dry, Pink, 11F-8058 (0% moisture)",16
335255,agricultural_acquisition,"Beans, Dry, Pink, 11F-8149 (0% moisture)",16
335256,agricultural_acquisition,"Beans, Dry, Pink, 11F-8059 (0% moisture)",16
335257,agricultural_acquisition,"Beans, Dry, Pink, 11F-8124 (0% moisture)",16
335258,agricultural_acquisition,"Beans, Dry, Pink, 11F-8041 (0% moisture)",16
335259,agricultural_acquisition,"Beans, Dry, Pink, 11F-8156 (0% moisture)",16
335260,agricultural_acquisition,"Beans, Dry, Pink, 11F-8019 (0% moisture)",16
335261,agricultural_acquisition,"Beans, Dry, Pink, 11F-8136 (0% moisture)",16
335262,agricultural_acquisition,"Beans, Dry, Pink, 11F-8018 (0% moisture)",16
335263,agricultural_acquisition,"Beans, Dry, Pink, 11F-8187 (0% moisture)",16
335264,agricultural_acquisition,"Beans, Dry, Pink, 11F-8105 (0% moisture)",16
335265,agricultural_acquisition,"Beans, Dry, Pink, 11F-8105 (0% moisture)",16
335266,agricultural_acquisition,"Beans, Dry, Pink, 483 (0% moisture)",16
335267,agricultural_acquisition,"Beans, Dry, Pink, 641 (0% moisture)",16
335268,agricultural_acquisition,"Beans, Dry, Pink, 481 (0% moisture)",16
335269,agricultural_acquisition,"Beans, Dry, Pink, 817 (0% moisture)",16
335270,agricultural_acquisition,"Beans, Dry, Pink, 399 (0% moisture)",16
335271,agricultural_acquisition,"Beans, Dry, Pink, 779 (0% moisture)",16
335272,agricultural_acquisition,"Beans, Dry, Pink, 430 (0% moisture)",16
335273,agricultural_acquisition,"Beans, Dry, Pink, 699 (0% moisture)",16
335274,agricultural_acquisition,"Beans, Dry, Pink, 478 (0% moisture)",16
335275,agricultural_acquisition,"Beans, Dry, Pink, 803 (0% moisture)",16
335276,agricultural_acquisition,"Beans, Dry, Pink, 504 (0% moisture)",16
335277,agricultural_acquisition,"Beans, Dry, Pink, 636 (0% moisture)",16
335278,agricultural_acquisition,"Beans, Dry, Pink, 404 (0% moisture)",16
335279,agricultural_acquisition,"Beans, Dry, Pink, 794 (0% moisture)",16
335280,agricultural_acquisition,"Beans, Dry, Pink, 461 (0% moisture)",16
335281,agricultural_acquisition,"Beans, Dry, Pink, 629 (0% moisture)",16
335282,agricultural_acquisition,"Beans, Dry, Pink, 411 (0% moisture)",16
335283,agricultural_acquisition,"Beans, Dry, Pink, 732 (0% moisture)",16
335284,agricultural_acquisition,"Beans, Dry, Pink, 342 (0% moisture)",16
335285,agricultural_acquisition,"Beans, Dry, Pink, 342 (0% moisture)",16
335286,agricultural_acquisition,"Beans, Dry, Pink, 502 (0% moisture)",16
335287,agricultural_acquisition,"Beans, Dry, Pink, 819 (0% moisture)",16
335288,agricultural_acquisition,"Beans, Dry, Pink, 359 (0% moisture)",16
335289,agricultural_acquisition,"Beans, Dry, Pink, 687 (0% moisture)",16
335290,agricultural_acquisition,"Beans, Dry, Pink, 321 (0% moisture)",16
335291,agricultural_acquisition,"Beans, Dry, Pink, 739 (0% moisture)",16
335292,agricultural_acquisition,"Beans, Dry, Pink, 338 (0% moisture)",16
335293,agricultural_acquisition,"Beans, Dry, Pink, 712 (0% moisture)",16
335294,agricultural_acquisition,"Beans, Dry, Pink, 445 (0% moisture)",16
335295,agricultural_acquisition,"Beans, Dry, Pink, 796 (0% moisture)",16
335296,agricultural_acquisition,"Beans, Dry, Pink, 477 (0% moisture)",16
